YML File,Prolog File,FNs Using Roles,FN Count,Private FN Count,Public FN Count,Resource Count,Public RW Resources,Public RO Resources,Public WO Resources,Private Resources,dynamodb Resources,rds Resources,secretsmanager Resources,route53 Resources,kinesis Resources,s3 Resources,apigateway Resources,sqs Resources,ssm Resources,sdb Resources,event Resources,kms Resources,sns Resources,Global IAM Stmts,Min Stmts Defined Per FN,Max Stmts Defined Per FN,Avg Stmts Defined Per FN,Full Wildcard Resources,Full Wildcard Permissions,Partial Wildcard Resources,Partial Wildcard Permissions,Permission Facts Generated,Min Facts Generated Per FN,Max Facts Generated Per FN,Avg Facts Generated Per FN,Event Triggers,S3 Triggers,IoT Triggers,Stream Msg Triggers,SNS Msg Triggers
/data/serverless-dataset/we45/Serverless-Workshop/Basic-API/serverless.yml,/data/results/we45-Serverless-Workshop-619.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/we45/Serverless-Workshop/XXE/serverless.yml,/data/results/we45-Serverless-Workshop-620.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,4,4,0,0,0
/data/serverless-dataset/we45/Serverless-Workshop/DynamoDB-Injection/serverless.yml,/data/results/we45-Serverless-Workshop-621.pl,0,1,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,22,22,22,22.0,0,0,0,0,0
/data/serverless-dataset/lumigo-io/lumigo-node/example/serverless.yml,/data/results/lumigo-io-lumigo-node-622.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/lumigo-io/python_tracer/src/test/serverless.yml,/data/results/lumigo-io-python_tracer-623.pl,0,1,1,0,5,0,0,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,12,12,12,12.0,0,0,0,0,0
/data/serverless-dataset/peoplefund-tech/codepipeline-slack-integration/serverless.yml,/data/results/peoplefund-tech-codepipeline-slack-integration-628.pl,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0
/data/serverless-dataset/SaaSyEth/eth-owl/swoops/serverless.yml,/data/results/SaaSyEth-eth-owl-632.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/alexdebrie/aws-api-performance-bakeoff/lambda-api/serverless.yml,/data/results/alexdebrie-aws-api-performance-bakeoff-643.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/tscanlin/serverless-s3-crud/serverless.yml,/data/results/tscanlin-serverless-s3-crud-648.pl,0,6,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,24,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/johncmckim/serverless-emoticon-faceswap/serverless.yml,/data/results/johncmckim-serverless-emoticon-faceswap-650.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,4,0,0,0
/data/serverless-dataset/otofu-square/serverless-golang-todoapp/serverless.yml,/data/results/otofu-square-serverless-golang-todoapp-652.pl,0,7,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,7,7,7.0,0,0,0,0,0
/data/serverless-dataset/getredash/snap/snap-reference/serverless.yml,/data/results/getredash-snap-654.pl,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/RafalWilinski/serverless-pagespeed-monitoring/serverless.yml,/data/results/RafalWilinski-serverless-pagespeed-monitoring-657.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/RafalWilinski/serverless-medium-text-to-speech/serverless.yml,/data/results/RafalWilinski-serverless-medium-text-to-speech-660.pl,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,4,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/alecrubin/pytorch-serverless/serverless.yml,/data/results/alecrubin-pytorch-serverless-662.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1.0,1,0,0,0,0
/data/serverless-dataset/kylebarron/dem-tiler/serverless.yml,/data/results/kylebarron-dem-tiler-663.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/kylebarron/dem-tiler/serverless.kyle.yml,/data/results/kylebarron-dem-tiler-664.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/kylebarron/naip-cogeo-mosaic/serverless.yml,/data/results/kylebarron-naip-cogeo-mosaic-665.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,3,3,3.0,0,0,0,0,0
/data/serverless-dataset/kylebarron/naip-cogeo-mosaic/serverless.kyle.yml,/data/results/kylebarron-naip-cogeo-mosaic-666.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,3,3,3.0,0,0,0,0,0
/data/serverless-dataset/CloudySnake/flask-cognito-integration/serverless.yml,/data/results/CloudySnake-flask-cognito-integration-669.pl,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/yoskeoka/gognito/serverless/serverless.yml,/data/results/yoskeoka-gognito-672.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/humank/ddd-practitioners-ref/sources/coffeeshop/orders-web/serverless.yml,/data/results/humank-ddd-practitioners-ref-673.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/eahefnawy/serverless-thumbnails/serverless.yml,/data/results/eahefnawy-serverless-thumbnails-674.pl,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/lgoodridge/serverless-chat/backend/serverless.yml,/data/results/lgoodridge-serverless-chat-675.pl,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,1,1,1.0,0,0,0,0,0
/data/serverless-dataset/chief-wizard/serverless-python-image-resizing/serverless.yml,/data/results/chief-wizard-serverless-python-image-resizing-676.pl,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/jahangirmohammed/serverless-crud-scala/serverless.yml,/data/results/jahangirmohammed-serverless-crud-scala-686.pl,0,5,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35,7,7,7.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/JavaScript-Cloud-Native-Development-Cookbook/Chapter07/event-metrics/serverless.yml,/data/results/PacktPublishing-JavaScript-Cloud-Native-Development-Cookbook-703.pl,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
/data/serverless-dataset/PacktPublishing/JavaScript-Cloud-Native-Development-Cookbook/Chapter03/event-orchestration/serverless.yml,/data/results/PacktPublishing-JavaScript-Cloud-Native-Development-Cookbook-716.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
/data/serverless-dataset/PacktPublishing/JavaScript-Cloud-Native-Development-Cookbook/Chapter03/esg-inbound/serverless.yml,/data/results/PacktPublishing-JavaScript-Cloud-Native-Development-Cookbook-719.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/JavaScript-Cloud-Native-Development-Cookbook/Chapter08/resubmitting-faults/simulator/serverless.yml,/data/results/PacktPublishing-JavaScript-Cloud-Native-Development-Cookbook-725.pl,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
/data/serverless-dataset/PacktPublishing/JavaScript-Cloud-Native-Development-Cookbook/Chapter02/event-first/serverless.yml,/data/results/PacktPublishing-JavaScript-Cloud-Native-Development-Cookbook-735.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/lesson5.4/serverless.yml,/data/results/PacktPublishing-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-738.pl,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/lesson4.4/serverless.yml,/data/results/PacktPublishing-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-740.pl,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/lesson7.4/serverless.yml,/data/results/PacktPublishing-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-742.pl,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter05/python/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-743.pl,0,4,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,5,5,5.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter05/python/pyblog-app/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-744.pl,0,4,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,5,5,5.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter03/javascript/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-745.pl,0,6,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,6,6,6.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter03/javascript/blog-app/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-746.pl,0,4,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,6,6,6.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter02/javascript/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-747.pl,0,6,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,6,6,6.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/AWS-Lambda-Quick-Start-Guide/Chapter02/javascript/blog-app/serverless.yml,/data/results/PacktPublishing-AWS-Lambda-Quick-Start-Guide-748.pl,0,4,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,6,6,6.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Building-Serverless-Web-Applications/Chapter10/Deployment/serverless.yml,/data/results/PacktPublishing-Building-Serverless-Web-Applications-766.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Building-Serverless-Web-Applications/Chapter03/test-role-statements/serverless.yml,/data/results/PacktPublishing-Building-Serverless-Web-Applications-769.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Building-Serverless-Web-Applications/Chapter03/lambda-events/serverless.yml,/data/results/PacktPublishing-Building-Serverless-Web-Applications-770.pl,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,1,1,1.0,5,4,0,0,0
/data/serverless-dataset/PacktPublishing/Mastering-AWS-Lambda/Chapter08/serverless-helloWorld/serverlessTemplate.yaml,/data/results/PacktPublishing-Mastering-AWS-Lambda-781.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/PacktPublishing/Mastering-AWS-Lambda/Chapter08/serverless-API-Dynamodb/serverlessTemplate.yaml,/data/results/PacktPublishing-Mastering-AWS-Lambda-782.pl,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/Chapter04/lesson4.4/serverless.yml,/data/results/PacktPublishing-Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-784.pl,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/Chapter07/lesson7.4/serverless.yml,/data/results/PacktPublishing-Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-787.pl,0,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda/Chapter05/lesson5.4/serverless.yml,/data/results/PacktPublishing-Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda-788.pl,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,2,2.0,0,0,0,0,0
/data/serverless-dataset/JuliaRegistries/TagBot/serverless.yml,/data/results/JuliaRegistries-TagBot-791.pl,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1.0,0,0,0,0,0
/data/serverless-dataset/concurrencylabs/aws-pricing-tools/serverless.yml,/data/results/concurrencylabs-aws-pricing-tools-792.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/velopert/velog/velog-backend/serverless.yml,/data/results/velopert-velog-794.pl,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/RemotePixel/remotepixel-tiler/services/cogeo/serverless.yml,/data/results/RemotePixel-remotepixel-tiler-797.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.0,0,0,0,0,0
/data/serverless-dataset/RemotePixel/remotepixel-tiler/services/landsat/serverless.yml,/data/results/RemotePixel-remotepixel-tiler-798.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1.0,0,0,0,0,0
/data/serverless-dataset/RemotePixel/remotepixel-tiler/services/sentinel/serverless.yml,/data/results/RemotePixel-remotepixel-tiler-799.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/RemotePixel/remotepixel-tiler/services/cbers/serverless.yml,/data/results/RemotePixel-remotepixel-tiler-800.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4.0,0,0,0,0,0
/data/serverless-dataset/RemotePixel/aws-sat-api/serverless.yml,/data/results/RemotePixel-aws-sat-api-801.pl,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,6,6,6.0,0,0,0,0,0
/data/serverless-dataset/tryolabs/aws-workshop/infrastructure/aws/lambda/serverless.yml,/data/results/tryolabs-aws-workshop-802.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w03-translate-api/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-806.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w10-your-function/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-807.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w08-rekognition/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-808.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w04-dynamodb/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-809.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w09-reko-iot/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-810.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,6,6,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w05-dynamodb-api/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-811.pl,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w06-S3CSVtoDynamo/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-812.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w07-alexa-skill/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-813.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
/data/serverless-dataset/InternetOfHealthcare/serverless-workshop/w02-translate/serverless.yml,/data/results/InternetOfHealthcare-serverless-workshop-814.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/t04glovern/dog-bark-detection/processor/serverless.yml,/data/results/t04glovern-dog-bark-detection-816.pl,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,2,2,2,2.0,4,4,0,0,0
/data/serverless-dataset/jethrocarr/lambda-ping/serverless.yml,/data/results/jethrocarr-lambda-ping-822.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/ACloudGuru-Resources/Course_Go_Serverless_with_a_Graph_Database/Chapter5/api/serverless.yml,/data/results/ACloudGuru-Resources-Course_Go_Serverless_with_a_Graph_Database-841.pl,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/ACloudGuru-Resources/Course_Go_Serverless_with_a_Graph_Database/Chapter4/api/serverless.yml,/data/results/ACloudGuru-Resources-Course_Go_Serverless_with_a_Graph_Database-843.pl,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/ACloudGuru-Resources/Course_Go_Serverless_with_a_Graph_Database/Chapter3/api/serverless.yml,/data/results/ACloudGuru-Resources-Course_Go_Serverless_with_a_Graph_Database-844.pl,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
/data/serverless-dataset/ACloudGuru-Resources/Course-The_Complete_Serverless_Course/projects/3 - ETL and Data Analysis/serverless.yml,/data/results/ACloudGuru-Resources-Course-The_Complete_Serverless_Course-846.pl,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
/data/serverless-dataset/dherault/serverless-offline/examples/lambda-invoke/serverless.yml,/data/results/dherault-serverless-offline-850.pl,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,2,2.0,0,0,0,0,0
